drug_a,drug_b,cell_line,synergy_value
104842,126941,SK-MEL-30,0.06818834
4091,5311497,SK-MEL-30,0.06820409
104842,5311497,SK-MEL-30,0.068401456
31703,426756,SK-MEL-30,0.06834459
4091,60750,SK-MEL-30,0.0679393
4091,5743,SK-MEL-30,0.06798437
2907,9887053,SK-MEL-30,0.06769931
5743,60700,SK-MEL-30,0.06838667
6710780,9887053,SK-MEL-30,0.068030715
36314,9887053,SK-MEL-30,0.068142444
60750,126941,SK-MEL-30,0.068191335
5746,9887053,SK-MEL-30,0.068065256
126941,6710780,SK-MEL-30,0.06812097
36314,6710780,SK-MEL-30,0.06847978
4091,9887053,SK-MEL-30,0.06772412
60700,426756,SK-MEL-30,0.067995295
36314,60750,SK-MEL-30,0.06835765
31703,104842,SK-MEL-30,0.06833777
5746,60750,SK-MEL-30,0.06828043
2907,426756,SK-MEL-30,0.06787878
5746,5311497,SK-MEL-30,0.06854525
2907,126941,SK-MEL-30,0.0679662
36314,126941,SK-MEL-30,0.06840937
5743,104842,SK-MEL-30,0.068347424
5746,36314,SK-MEL-30,0.068453595
5746,60700,SK-MEL-30,0.068277195
36314,104842,SK-MEL-30,0.06831516
4091,126941,SK-MEL-30,0.06799102
2907,31703,SK-MEL-30,0.06796274
2907,3385,SK-MEL-30,0.067567036
31703,126941,SK-MEL-30,0.06843202
36314,60700,SK-MEL-30,0.0683544
3385,9887053,SK-MEL-30,0.06805302
3385,36462,SK-MEL-30,0.06831737
4091,31703,SK-MEL-30,0.067987576
4091,36462,SK-MEL-30,0.067988485
2907,5743,SK-MEL-30,0.06795955
426756,9887053,SK-MEL-30,0.068109654
2907,104842,SK-MEL-30,0.06787196
5743,5746,SK-MEL-30,0.0683901
5743,60750,SK-MEL-30,0.06838993
4091,6710780,SK-MEL-30,0.06806149
36462,126941,SK-MEL-30,0.06823309
3385,31703,SK-MEL-30,0.068316475
3385,104842,SK-MES-1,0.0685222
60750,104842,SK-MES-1,0.06839361
31703,6710780,SK-MES-1,0.06879888
36314,5311497,SK-MES-1,0.068918906
3385,4091,SK-MES-1,0.06817828
5746,6710780,SK-MES-1,0.06869908
126941,9887053,SK-MES-1,0.068080075
31703,36314,SK-MES-1,0.06884989
3385,126941,SK-MES-1,0.06861639
5743,9887053,SK-MES-1,0.06847119
31703,60700,SK-MES-1,0.06867351
4091,5746,SK-MES-1,0.06823598
5746,36462,SK-MES-1,0.06862609
4091,426756,SK-MES-1,0.06820006
104842,6710780,SK-MES-1,0.06855527
5746,104842,SK-MES-1,0.06853441
104842,426756,SK-MES-1,0.06839743
3385,426756,SK-MES-1,0.068528995
3385,5746,SK-MES-1,0.06856487
126941,5311497,SK-MES-1,0.06856008
60750,426756,SK-MES-1,0.068400405
31703,60750,SK-MES-1,0.06867673
5743,5311497,SK-MES-1,0.06895119
126941,426756,SK-MES-1,0.06825955
60750,5311497,SK-MES-1,0.068700895
3385,6710780,SK-MES-1,0.06868686
426756,6710780,SK-MES-1,0.06874353
36462,426756,SK-MES-1,0.06844215
5746,426756,SK-MES-1,0.06854124
5743,126941,SK-MES-1,0.06873806
60700,9887053,SK-MES-1,0.068112284
36462,5311497,SK-MES-1,0.06874266
31703,9887053,SK-MES-1,0.06846157
2907,60700,SK-MES-1,0.06820772
2907,36462,SK-MES-1,0.06826015
104842,9887053,SK-MES-1,0.06821793
60700,6710780,SK-MES-1,0.06844961
4091,104842,SK-MES-1,0.068193264
5743,426756,SK-MES-1,0.06865069
5743,36462,SK-MES-1,0.06873557
2907,5311497,SK-MES-1,0.06847577
2907,6710780,SK-MES-1,0.068333134
426756,5311497,SK-MES-1,0.06888613
60700,5311497,SK-MES-1,0.06859228
36462,9887053,SK-MES-1,0.06826266
5743,6710780,SK-MES-1,0.06880853
5743,36314,SK-MES-1,0.06885954
5746,31703,SK-MES-1,0.06862518
5743,31703,SK-MES-1,0.068734646
2907,4091,SK-MES-1,0.06782457
60700,126941,SK-MES-1,0.068379186
60700,104842,SK-MES-1,0.06828497
2907,5746,SK-MES-1,0.06821117
36462,60750,SK-MES-1,0.068477854
36314,36462,SK-MES-1,0.06870328
31703,36462,SK-MES-1,0.068725914
3385,60700,SK-MES-1,0.06856145
36462,6710780,SK-MES-1,0.068599984
2907,36314,SK-MES-1,0.06838415
60750,9887053,SK-MES-1,0.0682209
5311497,6710780,SK-MES-1,0.06861022
3385,36314,SK-MES-1,0.06873783
5746,126941,SK-MES-1,0.06862865
36314,426756,SK-MES-1,0.0686184
60700,60750,SK-MES-1,0.06832747
4091,60700,SK-MES-1,0.06823252
3385,5311497,SK-MES-1,0.06882949
36462,60700,SK-MES-1,0.06847462
4091,36314,SK-MES-1,0.06840891
36462,104842,SK-MES-1,0.068435356
60750,6710780,SK-MES-1,0.06855823
5311497,9887053,SK-MES-1,0.068272844
2907,60750,SK-MES-1,0.06821096
31703,5311497,SK-MES-1,0.06894153
3385,60750,SK-MES-1,0.06856471
3385,5743,SK-MES-1,0.06860972
104842,126941,SK-MES-1,0.06848484
4091,5311497,SK-MES-1,0.06850059
104842,5311497,SK-MES-1,0.068697914
31703,426756,SK-MES-1,0.06864105
4091,60750,SK-MES-1,0.0682358
4091,5743,SK-MES-1,0.06828086
2907,9887053,SK-MES-1,0.06799574
5743,60700,SK-MES-1,0.06868315
6710780,9887053,SK-MES-1,0.06832719
36314,9887053,SK-MES-1,0.06843894
60750,126941,SK-MES-1,0.06848781
5746,9887053,SK-MES-1,0.06836173
126941,6710780,SK-MES-1,0.06841744
36314,6710780,SK-MES-1,0.068776265
4091,9887053,SK-MES-1,0.0680206
60700,426756,SK-MES-1,0.06829176
36314,60750,SK-MES-1,0.06865412
31703,104842,SK-MES-1,0.06863427
5746,60750,SK-MES-1,0.0685769
2907,426756,SK-MES-1,0.068175286
5746,5311497,SK-MES-1,0.068841726
2907,126941,SK-MES-1,0.06826268
36314,126941,SK-MES-1,0.06870581
5743,104842,SK-MES-1,0.06864387
5746,36314,SK-MES-1,0.0687501
5746,60700,SK-MES-1,0.06857367
36314,104842,SK-MES-1,0.06861161
4091,126941,SK-MES-1,0.06828749
2907,31703,SK-MES-1,0.068259254
2907,3385,SK-MES-1,0.06786354
31703,126941,SK-MES-1,0.06872846
36314,60700,SK-MES-1,0.06865086
3385,9887053,SK-MES-1,0.06834949
3385,36462,SK-MES-1,0.06861384
4091,31703,SK-MES-1,0.068284035
4091,36462,SK-MES-1,0.06828497
2907,5743,SK-MES-1,0.068256035
426756,9887053,SK-MES-1,0.06840613
2907,104842,SK-MES-1,0.06816852
5743,5746,SK-MES-1,0.068686604
5743,60750,SK-MES-1,0.06868638
4091,6710780,SK-MES-1,0.06835793
36462,126941,SK-MES-1,0.068529576
3385,31703,SK-MES-1,0.06861293
3385,104842,SK-OV-3,0.06855511
60750,104842,SK-OV-3,0.06842649
31703,6710780,SK-OV-3,0.0688318
36314,5311497,SK-OV-3,0.06895181
3385,4091,SK-OV-3,0.06821114
5746,6710780,SK-OV-3,0.06873196
126941,9887053,SK-OV-3,0.068112984
31703,36314,SK-OV-3,0.06888279
3385,126941,SK-OV-3,0.06864929
5743,9887053,SK-OV-3,0.06850408
31703,60700,SK-OV-3,0.06870638
4091,5746,SK-OV-3,0.068268836
5746,36462,SK-OV-3,0.068658985
4091,426756,SK-OV-3,0.06823297
104842,6710780,SK-OV-3,0.06858815
5746,104842,SK-OV-3,0.06856734
104842,426756,SK-OV-3,0.06843029
3385,426756,SK-OV-3,0.068561874
3385,5746,SK-OV-3,0.06859775
126941,5311497,SK-OV-3,0.06859298
60750,426756,SK-OV-3,0.0684333
31703,60750,SK-OV-3,0.06870961
5743,5311497,SK-OV-3,0.06898412
126941,426756,SK-OV-3,0.06829247
60750,5311497,SK-OV-3,0.0687338
3385,6710780,SK-OV-3,0.068719745
426756,6710780,SK-OV-3,0.068776384
36462,426756,SK-OV-3,0.068475045
5746,426756,SK-OV-3,0.068574116
5743,126941,SK-OV-3,0.068771
60700,9887053,SK-OV-3,0.0681452
36462,5311497,SK-OV-3,0.06877556
31703,9887053,SK-OV-3,0.06849444
2907,60700,SK-OV-3,0.0682406
2907,36462,SK-OV-3,0.06829303
104842,9887053,SK-OV-3,0.0682508
60700,6710780,SK-OV-3,0.06848249
4091,104842,SK-OV-3,0.06822616
5743,426756,SK-OV-3,0.06868357
5743,36462,SK-OV-3,0.06876846
2907,5311497,SK-OV-3,0.068508655
2907,6710780,SK-OV-3,0.06836602
426756,5311497,SK-OV-3,0.06891902
60700,5311497,SK-OV-3,0.06862517
36462,9887053,SK-OV-3,0.06829555
5743,6710780,SK-OV-3,0.06884147
5743,36314,SK-OV-3,0.068892434
5746,31703,SK-OV-3,0.06865805
5743,31703,SK-OV-3,0.06876756
2907,4091,SK-OV-3,0.067857474
60700,126941,SK-OV-3,0.068412036
60700,104842,SK-OV-3,0.06831789
2907,5746,SK-OV-3,0.06824406
36462,60750,SK-OV-3,0.06851074
36314,36462,SK-OV-3,0.068736196
31703,36462,SK-OV-3,0.0687588
3385,60700,SK-OV-3,0.06859429
36462,6710780,SK-OV-3,0.0686329
2907,36314,SK-OV-3,0.06841698
60750,9887053,SK-OV-3,0.06825378
5311497,6710780,SK-OV-3,0.06864309
3385,36314,SK-OV-3,0.06877072
5746,126941,SK-OV-3,0.06866154
36314,426756,SK-OV-3,0.06865129
60700,60750,SK-OV-3,0.068360396
4091,60700,SK-OV-3,0.06826541
3385,5311497,SK-OV-3,0.06886238
36462,60700,SK-OV-3,0.06850748
4091,36314,SK-OV-3,0.06844179
36462,104842,SK-OV-3,0.06846826
60750,6710780,SK-OV-3,0.06859113
5311497,9887053,SK-OV-3,0.068305746
2907,60750,SK-OV-3,0.06824386
31703,5311497,SK-OV-3,0.068974435
3385,60750,SK-OV-3,0.06859756
3385,5743,SK-OV-3,0.06864263
104842,126941,SK-OV-3,0.068517685
4091,5311497,SK-OV-3,0.068533435
104842,5311497,SK-OV-3,0.068730816
31703,426756,SK-OV-3,0.06867392
4091,60750,SK-OV-3,0.06826867
4091,5743,SK-OV-3,0.06831373
2907,9887053,SK-OV-3,0.068028644
5743,60700,SK-OV-3,0.06871602
6710780,9887053,SK-OV-3,0.06836008
36314,9887053,SK-OV-3,0.068471834
60750,126941,SK-OV-3,0.0685207
5746,9887053,SK-OV-3,0.06839461
126941,6710780,SK-OV-3,0.06845032
36314,6710780,SK-OV-3,0.06880917
4091,9887053,SK-OV-3,0.06805345
60700,426756,SK-OV-3,0.06832467
36314,60750,SK-OV-3,0.06868702
31703,104842,SK-OV-3,0.06866714
5746,60750,SK-OV-3,0.06860983
2907,426756,SK-OV-3,0.06820819
5746,5311497,SK-OV-3,0.06887463
2907,126941,SK-OV-3,0.0682956
36314,126941,SK-OV-3,0.06873873
5743,104842,SK-OV-3,0.068676814
5746,36314,SK-OV-3,0.068782955
5746,60700,SK-OV-3,0.068606555
36314,104842,SK-OV-3,0.06864452
4091,126941,SK-OV-3,0.068320364
2907,31703,SK-OV-3,0.068292126
2907,3385,SK-OV-3,0.067896396
31703,126941,SK-OV-3,0.068761334
36314,60700,SK-OV-3,0.06868377
3385,9887053,SK-OV-3,0.06838237
3385,36462,SK-OV-3,0.068646744
4091,31703,SK-OV-3,0.06831691
4091,36462,SK-OV-3,0.06831783
2907,5743,SK-OV-3,0.068288915
426756,9887053,SK-OV-3,0.06843907
2907,104842,SK-OV-3,0.06820136
5743,5746,SK-OV-3,0.06871948
5743,60750,SK-OV-3,0.06871927
4091,6710780,SK-OV-3,0.06839082
36462,126941,SK-OV-3,0.06856246
3385,31703,SK-OV-3,0.06864582
3385,104842,SW620,0.068284854
60750,104842,SW620,0.06815627
31703,6710780,SW620,0.0685616
36314,5311497,SW620,0.06868161
3385,4091,SW620,0.06794095
5746,6710780,SW620,0.06846173
126941,9887053,SW620,0.06784278
31703,36314,SW620,0.06861256
3385,126941,SW620,0.06837905
5743,9887053,SW620,0.06823386
31703,60700,SW620,0.06843616
4091,5746,SW620,0.067998625
5746,36462,SW620,0.068388745
4091,426756,SW620,0.06796272
104842,6710780,SW620,0.068317935
5746,104842,SW620,0.06829709
104842,426756,SW620,0.06816009
3385,426756,SW620,0.068291634
3385,5746,SW620,0.068327546
126941,5311497,SW620,0.06832277
60750,426756,SW620,0.06816304
31703,60750,SW620,0.068439424
5743,5311497,SW620,0.06871389
126941,426756,SW620,0.068022236
60750,5311497,SW620,0.06846358
3385,6710780,SW620,0.06844953
426756,6710780,SW620,0.068506174
36462,426756,SW620,0.06820485
5746,426756,SW620,0.0683039
5743,126941,SW620,0.06850077
60700,9887053,SW620,0.06787494
36462,5311497,SW620,0.06850535
31703,9887053,SW620,0.06822421
2907,60700,SW620,0.06797038
2907,36462,SW620,0.0680228
104842,9887053,SW620,0.06798059
60700,6710780,SW620,0.0682123
4091,104842,SW620,0.06795597
5743,426756,SW620,0.068413354
5743,36462,SW620,0.06849824
2907,5311497,SW620,0.06823844
2907,6710780,SW620,0.06809579
426756,5311497,SW620,0.06864879
60700,5311497,SW620,0.06835495
36462,9887053,SW620,0.068025306
5743,6710780,SW620,0.0685712
5743,36314,SW620,0.0686222
5746,31703,SW620,0.068387836
5743,31703,SW620,0.06849733
2907,4091,SW620,0.06758724
60700,126941,SW620,0.06814184
60700,104842,SW620,0.06804766
2907,5746,SW620,0.06797385
36462,60750,SW620,0.06824054
36314,36462,SW620,0.06846598
31703,36462,SW620,0.06848858
3385,60700,SW620,0.06832412
36462,6710780,SW620,0.06836271
2907,36314,SW620,0.06814676
60750,9887053,SW620,0.06798354
5311497,6710780,SW620,0.06837289
3385,36314,SW620,0.06850049
5746,126941,SW620,0.06839132
36314,426756,SW620,0.06838107
60700,60750,SW620,0.068090126
4091,60700,SW620,0.06799519
3385,5311497,SW620,0.068592146
36462,60700,SW620,0.06823726
4091,36314,SW620,0.06817158
36462,104842,SW620,0.06819801
60750,6710780,SW620,0.06832093
5311497,9887053,SW620,0.06803551
2907,60750,SW620,0.067973636
31703,5311497,SW620,0.06870419
3385,60750,SW620,0.06832735
3385,5743,SW620,0.0683724
104842,126941,SW620,0.06824749
4091,5311497,SW620,0.06826325
104842,5311497,SW620,0.06846058
31703,426756,SW620,0.06840369
4091,60750,SW620,0.067998424
4091,5743,SW620,0.068043515
2907,9887053,SW620,0.06775844
5743,60700,SW620,0.0684458
6710780,9887053,SW620,0.06808984
36314,9887053,SW620,0.06820157
60750,126941,SW620,0.06825048
5746,9887053,SW620,0.06812438
126941,6710780,SW620,0.0681801
36314,6710780,SW620,0.06853893
4091,9887053,SW620,0.06778325
60700,426756,SW620,0.06805441
36314,60750,SW620,0.068416774
31703,104842,SW620,0.068396896
5746,60750,SW620,0.068339586
2907,426756,SW620,0.067937925
5746,5311497,SW620,0.06860441
2907,126941,SW620,0.068025336
36314,126941,SW620,0.06846847
5743,104842,SW620,0.06840655
5746,36314,SW620,0.06851276
5746,60700,SW620,0.06833634
36314,104842,SW620,0.06837429
4091,126941,SW620,0.06805012
2907,31703,SW620,0.068021916
2907,3385,SW620,0.0676262
31703,126941,SW620,0.0684911
36314,60700,SW620,0.068413556
3385,9887053,SW620,0.068112135
3385,36462,SW620,0.068376526
4091,31703,SW620,0.068046704
4091,36462,SW620,0.06804763
2907,5743,SW620,0.068018705
426756,9887053,SW620,0.06816876
2907,104842,SW620,0.06793117
5743,5746,SW620,0.068449244
5743,60750,SW620,0.068449065
4091,6710780,SW620,0.0681206
36462,126941,SW620,0.068292186
3385,31703,SW620,0.06837558
3385,104842,SW837,0.068904325
60750,104842,SW837,0.06877577
31703,6710780,SW837,0.069181055
36314,5311497,SW837,0.069301076
3385,4091,SW837,0.06856042
5746,6710780,SW837,0.06908122
126941,9887053,SW837,0.06846222
31703,36314,SW837,0.06923202
3385,126941,SW837,0.06899856
5743,9887053,SW837,0.068853356
31703,60700,SW837,0.06905565
4091,5746,SW837,0.06861809
5746,36462,SW837,0.069008246
4091,426756,SW837,0.06858222
104842,6710780,SW837,0.068937436
5746,104842,SW837,0.068916574
104842,426756,SW837,0.06877954
3385,426756,SW837,0.068911135
3385,5746,SW837,0.06894702
126941,5311497,SW837,0.06894222
60750,426756,SW837,0.06878255
31703,60750,SW837,0.06905885
5743,5311497,SW837,0.06933336
126941,426756,SW837,0.068641715
60750,5311497,SW837,0.069083035
3385,6710780,SW837,0.06906898
426756,6710780,SW837,0.06912564
36462,426756,SW837,0.068824306
5746,426756,SW837,0.06892337
5743,126941,SW837,0.06912024
60700,9887053,SW837,0.06849444
36462,5311497,SW837,0.069124795
31703,9887053,SW837,0.06884371
2907,60700,SW837,0.068589866
2907,36462,SW837,0.0686423
104842,9887053,SW837,0.06860009
60700,6710780,SW837,0.06883176
4091,104842,SW837,0.06857541
5743,426756,SW837,0.06903279
5743,36462,SW837,0.069117695
2907,5311497,SW837,0.06885793
2907,6710780,SW837,0.06871529
426756,5311497,SW837,0.069268286
60700,5311497,SW837,0.068974406
36462,9887053,SW837,0.068644784
5743,6710780,SW837,0.06919068
5743,36314,SW837,0.06924167
5746,31703,SW837,0.06900732
5743,31703,SW837,0.06911681
2907,4091,SW837,0.06820668
60700,126941,SW837,0.06876132
60700,104842,SW837,0.0686671
2907,5746,SW837,0.06859331
36462,60750,SW837,0.06885998
36314,36462,SW837,0.069085464
31703,36462,SW837,0.069108084
3385,60700,SW837,0.068943575
36462,6710780,SW837,0.06898214
2907,36314,SW837,0.06876624
60750,9887053,SW837,0.06860304
5311497,6710780,SW837,0.06899236
3385,36314,SW837,0.06911999
5746,126941,SW837,0.06901081
36314,426756,SW837,0.06900055
60700,60750,SW837,0.06870961
4091,60700,SW837,0.06861466
3385,5311497,SW837,0.0692116
36462,60700,SW837,0.06885677
4091,36314,SW837,0.06879104
36462,104842,SW837,0.06881751
60750,6710780,SW837,0.0689404
5311497,9887053,SW837,0.06865499
2907,60750,SW837,0.06859311
31703,5311497,SW837,0.0693237
3385,60750,SW837,0.06894682
3385,5743,SW837,0.068991885
104842,126941,SW837,0.06886694
4091,5311497,SW837,0.068882726
104842,5311497,SW837,0.06908009
31703,426756,SW837,0.06902318
4091,60750,SW837,0.06861791
4091,5743,SW837,0.06866296
2907,9887053,SW837,0.06837787
5743,60700,SW837,0.06906532
6710780,9887053,SW837,0.068709314
36314,9887053,SW837,0.06882106
60750,126941,SW837,0.06886993
5746,9887053,SW837,0.06874383
126941,6710780,SW837,0.06879957
36314,6710780,SW837,0.069158405
4091,9887053,SW837,0.06840272
60700,426756,SW837,0.068673894
36314,60750,SW837,0.06903626
31703,104842,SW837,0.06901637
5746,60750,SW837,0.06895907
2907,426756,SW837,0.06855739
5746,5311497,SW837,0.0692239
2907,126941,SW837,0.06864482
36314,126941,SW837,0.06908798
5743,104842,SW837,0.06902604
5746,36314,SW837,0.0691322
5746,60700,SW837,0.06895581
36314,104842,SW837,0.06899378
4091,126941,SW837,0.068669595
2907,31703,SW837,0.06864136
2907,3385,SW837,0.06824565
31703,126941,SW837,0.06911062
36314,60700,SW837,0.06903298
3385,9887053,SW837,0.068731636
3385,36462,SW837,0.06899598
4091,31703,SW837,0.06866616
4091,36462,SW837,0.06866713
2907,5743,SW837,0.068638176
426756,9887053,SW837,0.068788245
2907,104842,SW837,0.06855062
5743,5746,SW837,0.069068745
5743,60750,SW837,0.069068566
4091,6710780,SW837,0.0687401
36462,126941,SW837,0.0689117
3385,31703,SW837,0.068995096
3385,104842,T47D,0.06816158
60750,104842,T47D,0.06803301
31703,6710780,T47D,0.06843828
36314,5311497,T47D,0.068558306
3385,4091,T47D,0.06781764
5746,6710780,T47D,0.068338454
126941,9887053,T47D,0.06771943
31703,36314,T47D,0.06848924
3385,126941,T47D,0.06825578
5743,9887053,T47D,0.06811057
31703,60700,T47D,0.06831287
4091,5746,T47D,0.067875355
5746,36462,T47D,0.068265475
4091,426756,T47D,0.06783943
104842,6710780,T47D,0.06819461
5746,104842,T47D,0.068173796
104842,426756,T47D,0.06803678
3385,426756,T47D,0.068168364
3385,5746,T47D,0.06820427
126941,5311497,T47D,0.068199456
60750,426756,T47D,0.068039745
31703,60750,T47D,0.06831614
5743,5311497,T47D,0.06859055
126941,426756,T47D,0.06789896
60750,5311497,T47D,0.06834029
3385,6710780,T47D,0.06832623
426756,6710780,T47D,0.068382874
36462,426756,T47D,0.06808153
5746,426756,T47D,0.06818058
5743,126941,T47D,0.06837748
60700,9887053,T47D,0.06775163
36462,5311497,T47D,0.06838201
31703,9887053,T47D,0.0681009
2907,60700,T47D,0.0678471
2907,36462,T47D,0.067899495
104842,9887053,T47D,0.067857265
60700,6710780,T47D,0.06808896
4091,104842,T47D,0.06783265
5743,426756,T47D,0.06829004
5743,36462,T47D,0.068374954
2907,5311497,T47D,0.06811516
2907,6710780,T47D,0.06797248
426756,5311497,T47D,0.068525515
60700,5311497,T47D,0.06823164
36462,9887053,T47D,0.06790203
5743,6710780,T47D,0.06844792
5743,36314,T47D,0.068498954
5746,31703,T47D,0.06826456
5743,31703,T47D,0.068374015
2907,4091,T47D,0.06746396
60700,126941,T47D,0.06801857
60700,104842,T47D,0.067924336
2907,5746,T47D,0.06785053
36462,60750,T47D,0.0681172
36314,36462,T47D,0.068342656
31703,36462,T47D,0.06836528
3385,60700,T47D,0.0682008
36462,6710780,T47D,0.06823939
2907,36314,T47D,0.06802347
60750,9887053,T47D,0.06786029
5311497,6710780,T47D,0.068249576
3385,36314,T47D,0.0683772
5746,126941,T47D,0.06826799
36314,426756,T47D,0.068257794
60700,60750,T47D,0.06796685
4091,60700,T47D,0.06787188
3385,5311497,T47D,0.068468854
36462,60700,T47D,0.06811397
4091,36314,T47D,0.0680483
36462,104842,T47D,0.06807476
60750,6710780,T47D,0.068197645
5311497,9887053,T47D,0.06791221
2907,60750,T47D,0.06785035
31703,5311497,T47D,0.06858094
3385,60750,T47D,0.068204045
3385,5743,T47D,0.068249136
104842,126941,T47D,0.068124175
4091,5311497,T47D,0.068139955
104842,5311497,T47D,0.068337284
31703,426756,T47D,0.06828043
4091,60750,T47D,0.06787518
4091,5743,T47D,0.06792019
2907,9887053,T47D,0.067635156
5743,60700,T47D,0.06832251
6710780,9887053,T47D,0.067966565
36314,9887053,T47D,0.06807829
60750,126941,T47D,0.068127215
5746,9887053,T47D,0.06800111
126941,6710780,T47D,0.06805681
36314,6710780,T47D,0.06841564
4091,9887053,T47D,0.06765993
60700,426756,T47D,0.06793112
36314,60750,T47D,0.06829348
31703,104842,T47D,0.06827364
5746,60750,T47D,0.06821629
2907,426756,T47D,0.06781462
5746,5311497,T47D,0.0684811
2907,126941,T47D,0.06790205
36314,126941,T47D,0.068345174
5743,104842,T47D,0.06828327
5746,36314,T47D,0.06838948
5746,60700,T47D,0.068213046
36314,104842,T47D,0.068251
4091,126941,T47D,0.06792688
2907,31703,T47D,0.067898616
2907,3385,T47D,0.0675029
31703,126941,T47D,0.06836784
36314,60700,T47D,0.06829025
3385,9887053,T47D,0.067988865
3385,36462,T47D,0.06825325
4091,31703,T47D,0.06792341
4091,36462,T47D,0.06792433
2907,5743,T47D,0.0678954
426756,9887053,T47D,0.06804553
2907,104842,T47D,0.06780785
5743,5746,T47D,0.06832598
5743,60750,T47D,0.06832573
4091,6710780,T47D,0.06799729
36462,126941,T47D,0.068168946
3385,31703,T47D,0.06825232
3385,104842,UACC-62,0.06851391
60750,104842,UACC-62,0.06838535
31703,6710780,UACC-62,0.0687906
36314,5311497,UACC-62,0.06891063
3385,4091,UACC-62,0.068169974
5746,6710780,UACC-62,0.06869083
126941,9887053,UACC-62,0.068071805
31703,36314,UACC-62,0.06884161
3385,126941,UACC-62,0.06860809
5743,9887053,UACC-62,0.06846291
31703,60700,UACC-62,0.06866524
4091,5746,UACC-62,0.06822768
5746,36462,UACC-62,0.06861781
4091,426756,UACC-62,0.068191774
104842,6710780,UACC-62,0.068546996
5746,104842,UACC-62,0.06852615
104842,426756,UACC-62,0.06838913
3385,426756,UACC-62,0.068520665
3385,5746,UACC-62,0.06855664
126941,5311497,UACC-62,0.06855179
60750,426756,UACC-62,0.06839211
31703,60750,UACC-62,0.068668455
5743,5311497,UACC-62,0.06894291
126941,426756,UACC-62,0.06825131
60750,5311497,UACC-62,0.068692595
3385,6710780,UACC-62,0.06867858
426756,6710780,UACC-62,0.0687352
36462,426756,UACC-62,0.06843386
5746,426756,UACC-62,0.068532944
5743,126941,UACC-62,0.06872983
60700,9887053,UACC-62,0.06810399
36462,5311497,UACC-62,0.06873438
31703,9887053,UACC-62,0.06845325
2907,60700,UACC-62,0.06819945
2907,36462,UACC-62,0.06825188
104842,9887053,UACC-62,0.06820963
60700,6710780,UACC-62,0.0684413
4091,104842,UACC-62,0.068185
5743,426756,UACC-62,0.06864241
5743,36462,UACC-62,0.06872729
2907,5311497,UACC-62,0.06846751
2907,6710780,UACC-62,0.068324864
426756,5311497,UACC-62,0.06887785
60700,5311497,UACC-62,0.06858397
36462,9887053,UACC-62,0.068254374
5743,6710780,UACC-62,0.06880026
5743,36314,UACC-62,0.06885123
5746,31703,UACC-62,0.0686169
5743,31703,UACC-62,0.068726346
2907,4091,UACC-62,0.06781626
60700,126941,UACC-62,0.06837088
60700,104842,UACC-62,0.0682767
2907,5746,UACC-62,0.0682029
36462,60750,UACC-62,0.06846956
36314,36462,UACC-62,0.06869501
31703,36462,UACC-62,0.06871764
3385,60700,UACC-62,0.068553165
36462,6710780,UACC-62,0.06859171
2907,36314,UACC-62,0.06837584
60750,9887053,UACC-62,0.06821261
5311497,6710780,UACC-62,0.0686019
3385,36314,UACC-62,0.068729505
5746,126941,UACC-62,0.06862034
36314,426756,UACC-62,0.06861013
60700,60750,UACC-62,0.06831919
4091,60700,UACC-62,0.06822422
3385,5311497,UACC-62,0.06882119
36462,60700,UACC-62,0.06846632
4091,36314,UACC-62,0.06840062
36462,104842,UACC-62,0.06842707
60750,6710780,UACC-62,0.068549946
5311497,9887053,UACC-62,0.06826454
2907,60750,UACC-62,0.06820269
31703,5311497,UACC-62,0.068933286
3385,60750,UACC-62,0.068556406
3385,5743,UACC-62,0.06860143
104842,126941,UACC-62,0.06847651
4091,5311497,UACC-62,0.068492286
104842,5311497,UACC-62,0.06868963
31703,426756,UACC-62,0.06863278
4091,60750,UACC-62,0.0682275
4091,5743,UACC-62,0.0682725
2907,9887053,UACC-62,0.06798749
5743,60700,UACC-62,0.06867485
6710780,9887053,UACC-62,0.06831889
36314,9887053,UACC-62,0.06843063
60750,126941,UACC-62,0.06847954
5746,9887053,UACC-62,0.06835346
126941,6710780,UACC-62,0.06840916
36314,6710780,UACC-62,0.06876798
4091,9887053,UACC-62,0.06801226
60700,426756,UACC-62,0.06828347
36314,60750,UACC-62,0.06864584
31703,104842,UACC-62,0.06862599
5746,60750,UACC-62,0.06856863
2907,426756,UACC-62,0.06816696
5746,5311497,UACC-62,0.06883347
2907,126941,UACC-62,0.068254404
36314,126941,UACC-62,0.06869754
5743,104842,UACC-62,0.06863561
5746,36314,UACC-62,0.06874175
5746,60700,UACC-62,0.06856539
36314,104842,UACC-62,0.06860335
4091,126941,UACC-62,0.06827916
2907,31703,UACC-62,0.06825095
2907,3385,UACC-62,0.06785524
31703,126941,UACC-62,0.06872015
36314,60700,UACC-62,0.06864259
3385,9887053,UACC-62,0.06834117
3385,36462,UACC-62,0.06860557
4091,31703,UACC-62,0.06827575
4091,36462,UACC-62,0.06827669
2907,5743,UACC-62,0.06824774
426756,9887053,UACC-62,0.068397835
2907,104842,UACC-62,0.0681602
5743,5746,UACC-62,0.06867832
5743,60750,UACC-62,0.06867809
4091,6710780,UACC-62,0.06834965
36462,126941,UACC-62,0.068521276
3385,31703,UACC-62,0.06860465
3385,104842,VCAP,0.06877859
60750,104842,VCAP,0.06864998
31703,6710780,VCAP,0.069055304
